kingdom	phylum	class	order	family	genus	binomial	statut	category	populationTrend	code	name	Occurs in at least one protected area	Note
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus depressicornis	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus depressicornis	endemic	EN	Decreasing	5.1.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus depressicornis	endemic	EN	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus depressicornis	endemic	EN	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus depressicornis	endemic	EN	Decreasing	4.1	Formal education		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus depressicornis	endemic	EN	Decreasing	5.1.1	International level		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus mindorensis	endemic	CR	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus mindorensis	endemic	CR	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus mindorensis	endemic	CR	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus mindorensis	endemic	CR	Decreasing	5.4.1	International level		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus mindorensis	endemic	CR	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus mindorensis	endemic	CR	Decreasing	5.1.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus mindorensis	endemic	CR	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus mindorensis	endemic	CR	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus mindorensis	endemic	CR	Decreasing	5.1.1	International level		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus mindorensis	endemic	CR	Decreasing	4.1	Formal education		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus mindorensis	endemic	CR	Decreasing	4.2	Training		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus mindorensis	endemic	CR	Decreasing	3.4.1	Captive breeding/artificial propagation		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus mindorensis	endemic	CR	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus quarlesi	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus quarlesi	endemic	EN	Decreasing	3.4.1	Captive breeding/artificial propagation		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus quarlesi	endemic	EN	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus quarlesi	endemic	EN	Decreasing	4.1	Formal education		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus quarlesi	endemic	EN	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus quarlesi	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus quarlesi	endemic	EN	Decreasing	5.1.1	International level		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus quarlesi	endemic	EN	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus quarlesi	endemic	EN	Decreasing	5.1.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus quarlesi	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus quarlesi	endemic	EN	Decreasing	4.2	Training		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Bullimus	Bullimus bagobus	endemic	LC	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Bullimus	Bullimus gamay	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Bullimus	Bullimus gamay	endemic	VU	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Bullimus	Bullimus luzonicus	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Bunomys	Bunomys andrewsi	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Bunomys	Bunomys chrysocomus	endemic	LC	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Bunomys	Bunomys coelestis	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Bunomys	Bunomys coelestis	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Bunomys	Bunomys fratrorum	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Bunomys	Bunomys penitus	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Bunomys	Bunomys prolatus	endemic	EN	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Callosciurus	Callosciurus adamsi	endemic	NT	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Callosciurus	Callosciurus albescens	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Callosciurus	Callosciurus baluensis	endemic	LC	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Callosciurus	Callosciurus melanogaster	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Callosciurus	Callosciurus orestes	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Capricornis	Capricornis crispus	endemic	LC	Stable	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Capricornis	Capricornis swinhoei	endemic	LC	Unknown	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Capricornis	Capricornis swinhoei	endemic	LC	Unknown	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Capricornis	Capricornis swinhoei	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Capricornis	Capricornis swinhoei	endemic	LC	Unknown	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	BOVIDAE	Capricornis	Capricornis swinhoei	endemic	LC	Unknown	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CAPROMYIDAE	Capromys	Capromys pilorides	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	TARSIIDAE	Carlito	Carlito syrichta	endemic	NT	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	TARSIIDAE	Carlito	Carlito syrichta	endemic	NT	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	TARSIIDAE	Carlito	Carlito syrichta	endemic	NT	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	TARSIIDAE	Carlito	Carlito syrichta	endemic	NT	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	TARSIIDAE	Carlito	Carlito syrichta	endemic	NT	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	TARSIIDAE	Carlito	Carlito syrichta	endemic	NT	Decreasing	3.1.2	Trade management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Carpomys	Carpomys melanurus	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Carpomys	Carpomys phaeurus	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	FELIDAE	Catopuma	Catopuma badia	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	FELIDAE	Catopuma	Catopuma badia	endemic	EN	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	FELIDAE	Catopuma	Catopuma badia	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	FELIDAE	Catopuma	Catopuma badia	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	FELIDAE	Catopuma	Catopuma badia	endemic	EN	Decreasing	3.4.1	Captive breeding/artificial propagation		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	TARSIIDAE	Cephalopachus	Cephalopachus bancanus	endemic	VU	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	TARSIIDAE	Cephalopachus	Cephalopachus bancanus	endemic	VU	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	TARSIIDAE	Cephalopachus	Cephalopachus bancanus	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	TARSIIDAE	Cephalopachus	Cephalopachus bancanus	endemic	VU	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Chaerephon atsinanana	endemic	LC	Increasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Chaerephon bregullae	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Chaerephon bregullae	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Chaerephon bregullae	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Chaerephon solomonis	endemic	EN	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Chaerephon solomonis	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Chaerephon solomonis	endemic	EN	Decreasing	5.3	Private sector standards & codes		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Chaerephon solomonis	endemic	EN	Decreasing	5.2	Policies and regulations		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Chaerephon solomonis	endemic	EN	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Chaerephon solomonis	endemic	EN	Decreasing	5.1.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Chaerephon solomonis	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Chaerephon solomonis	endemic	EN	Decreasing	4.2	Training		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Chaerephon solomonis	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Chaerephon solomonis	endemic	EN	Decreasing	3.2	Species recovery		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Chaerephon tomensis	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Chaerephon	Chaerephon tomensis	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Chalinolobus	Chalinolobus neocaledonicus	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Chalinolobus	Chalinolobus neocaledonicus	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Chalinolobus	Chalinolobus neocaledonicus	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Chalinolobus	Chalinolobus neocaledonicus	endemic	EN	Decreasing	3.2	Species recovery		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Chalinolobus	Chalinolobus neocaledonicus	endemic	EN	Decreasing	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Chalinolobus	Chalinolobus neocaledonicus	endemic	EN	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Chalinolobus	Chalinolobus tuberculatus	endemic	VU	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CHEIROGALEIDAE	Cheirogaleus	Cheirogaleus crossleyi	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CHEIROGALEIDAE	Cheirogaleus	Cheirogaleus major	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CHEIROGALEIDAE	Cheirogaleus	Cheirogaleus medius	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	CHEIROGALEIDAE	Cheirogaleus	Cheirogaleus sibreei	endemic	CR	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Cheiromeles	Cheiromeles parvidens	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	NATALIDAE	Chilonatalus	Chilonatalus micropus	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	NATALIDAE	Chilonatalus	Chilonatalus tumidifrons	endemic	NT	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Chimarrogale	Chimarrogale phaeura	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Chimarrogale	Chimarrogale phaeura	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Chimarrogale	Chimarrogale platycephalus	endemic	LC	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Chimarrogale	Chimarrogale sumatrana	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Chimarrogale	Chimarrogale sumatrana	endemic	DD	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PHYLLOSTOMIDAE	Chiroderma	Chiroderma improvisum	endemic	EN	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Chiropodomys	Chiropodomys calamianensis	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Chiropodomys	Chiropodomys karlkoopmani	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Chiropodomys	Chiropodomys major	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Chiropodomys	Chiropodomys muroides	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Chiropodomys	Chiropodomys pusillus	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Chiruromys	Chiruromys forbesi	endemic	LC	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Chiruromys	Chiruromys lamia	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Chiruromys	Chiruromys vates	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Chodsigoa	Chodsigoa sodalis	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Chrotomys	Chrotomys gonzalesi	endemic	NT	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Chrotomys	Chrotomys mindorensis	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Chrotomys	Chrotomys silaceus	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Chrotomys	Chrotomys whiteheadi	endemic	LC	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Coccymys	Coccymys ruemmleri	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Coleura	Coleura kibomalandy	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Coleura	Coleura seychellensis	endemic	CR	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Coleura	Coleura seychellensis	endemic	CR	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Coleura	Coleura seychellensis	endemic	CR	Decreasing	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Coleura	Coleura seychellensis	endemic	CR	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Coleura	Coleura seychellensis	endemic	CR	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Coleura	Coleura seychellensis	endemic	CR	Decreasing	5.1.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Coleura	Coleura seychellensis	endemic	CR	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Coryphomys	Coryphomys buehleri	endemic	EX		NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Crateromys	Crateromys australis	endemic	DD	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Crateromys	Crateromys australis	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Crateromys	Crateromys heaneyi	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Crateromys	Crateromys heaneyi	endemic	EN	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Crateromys	Crateromys heaneyi	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Crateromys	Crateromys paulus	endemic	DD	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Crateromys	Crateromys paulus	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Crateromys	Crateromys schadenbergi	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Crateromys	Crateromys schadenbergi	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Crateromys	Crateromys schadenbergi	endemic	EN	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura andamanensis	endemic	CR	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura andamanensis	endemic	CR	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura andamanensis	endemic	CR	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura baluensis	endemic	LC	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura beatus	endemic	LC	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura beatus	endemic	LC	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura beccarii	endemic	LC	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura beccarii	endemic	LC	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura brunnea	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura canariensis	endemic	EN	Decreasing	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura dsinezumi	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura elongata	endemic	LC	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura elongata	endemic	LC	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura foetida	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura grandis	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura grayi	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura hispida	endemic	VU	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura hutanis	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura jenkinsi	endemic	CR	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura jenkinsi	endemic	CR	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura lea	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura lepidura	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura levicula	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura maxi	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura mindorus	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura mindorus	endemic	DD	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura miya	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura miya	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura musseri	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura musseri	endemic	DD	Unknown	1.1	Site/area protection		
